Generation,TotalEnergy_J,AverageDelay_Hops,MinResidual_J
485,0.01835082929475032,1.55,1.9976796752144617
486,0.01835082929475032,1.55,1.9976796752144617
487,0.01835082929475032,1.55,1.9976796752144617
488,0.01835082929475032,1.55,1.9976796752144617
489,0.01835082929475032,1.55,1.9976796752144617
490,0.01835082929475032,1.55,1.9976796752144617
491,0.01835082929475032,1.55,1.9976796752144617
492,0.01835082929475032,1.55,1.9976796752144617
493,0.01835082929475032,1.55,1.9976796752144617
494,0.01835082929475032,1.55,1.9976796752144617
495,0.01835082929475032,1.55,1.9976796752144617
496,0.01835082929475032,1.55,1.9976796752144617
497,0.01835082929475032,1.55,1.9976796752144617
498,0.01835082929475032,1.55,1.9976796752144617
499,0.01835082929475032,1.55,1.9976796752144617
